filename,module,acc,accm,amloc,anpm,cbo,dit,lcom4,loc,mmloc,noa,noc,nom,npa,npm,rfc,sc
src/com/attendence/core/Attendance.java,com::attendence::core::Attendance,0,1,4,0.857142857142857,0,0,1,28,10,6,0,7,0,7,19,0
src/com/attendence/core/LecturerDetails.java,com::attendence::core::LecturerDetails,0,1,4,0.875,0,0,2,32,11,7,0,8,0,8,21,0
src/com/attendence/core/Main.java,com::attendence::core::Main,0,18,132,0.5,0,0,1,264,252,1,0,2,0,2,4,0
src/com/attendence/core/ReportTepmplate.java,com::attendence::core::ReportTepmplate,1,1,4.23076923076923,0.923076923076923,0,0,7,55,19,12,0,13,0,13,31,0
src/com/attendence/core/StudentDetails.java,com::attendence::core::StudentDetails,0,1,3.8,0.8,0,0,1,19,7,4,0,5,0,5,13,0
src/com/attendence/util/Utils.java,com::attendence::util::Utils,0,4.3125,26.75,1.75,1,0,1,428,54,14,0,16,0,16,88,1
